time,predicted,true
4022,0.5651659417379408,0.5635637393610827
4023,0.5643761247509507,0.5619313320310892
4024,0.5623504653395337,0.5601826240617573
4025,0.5598431527515078,0.5579995353609656
4026,0.5572413647475842,0.5562596904775738
4027,0.5553652068695396,0.5550578502450141
4028,0.5547498349527545,0.5537098251330769
4029,0.5540487110654108,0.5524309843246236
4030,0.553132559980239,0.551603563172467
4031,0.5523857413708814,0.5512020206344461
4032,0.5520211468875825,0.5512148952203348
4033,0.5524768355180215,0.5517436542970028
4034,0.5534638488225686,0.5516112689806949
4035,0.5537205613144912,0.550750063587925
4036,0.5525190015766358,0.5515259562001176
4037,0.552592486688454,0.5538181103927264
4038,0.5556644150616294,0.5540791790195417
4039,0.5574440199550806,0.5525361953384339
4040,0.5552124230102106,0.5510289589382705
4041,0.551693723765349,0.5488749031251516
4042,0.5485170018469568,0.5481564311545084
4043,0.5477945369297486,0.5492255380945418
4044,0.5505510802365258,0.5506314213786492
4045,0.5538153845300925,0.5529787083999017
4046,0.5574589508856691,0.5542321033959816
4047,0.5591674933897955,0.5541358493993903
4048,0.5571803423007125,0.5541926834522882
4049,0.5555121740389349,0.5538678511441677
4050,0.5544633936335851,0.5541225059193232
4051,0.5545406978459967,0.5551606993564334
4052,0.5568148897471986,0.556086689867067
4053,0.5586866720203969,0.5571698858640008
4054,0.5601442611740953,0.5583835104132465
4055,0.561342217241739,0.5596363798095899
4056,0.5619608880306938,0.5611605375037767
4057,0.5633192818500079,0.5629327385777878
4058,0.5652382750407978,0.5642518626311018
4059,0.5666669664831576,0.565093433317063
4060,0.567375695707824,0.5657741936710595
4061,0.5675255312065242,0.5661148882433806
4062,0.5673971813980809,0.5666830373911652
4063,0.5676887534615089,0.567522616615318
4064,0.5687081968863283,0.5682038879197729
4065,0.5696405176856663,0.568858775722039
4066,0.5703605716698495,0.5703429107679006
4067,0.5717064485356399,0.5727009854384529
4068,0.5742714745337301,0.5756313697705016
4069,0.577982518264029,0.579374780493271
4070,0.5826451639734805,0.5818917225536142
4071,0.5859221043788915,0.583026934017052
4072,0.5861272449865895,0.5839741298791087
4073,0.5855564900595523,0.5842061444464798
4074,0.5848707311254164,0.584904372095255
4075,0.5852063065788295,0.586217731566859
4076,0.587334353156537,0.5871315837460802
4077,0.588921882456381,0.5879338331883032
4078,0.5900530360994309,0.5883268329200019
4079,0.590491314900031,0.5881661522748985
4080,0.5895947033627538,0.5878045322267077
4081,0.5887162869790005,0.587125590939363
4082,0.5878254209649968,0.5871606753488987
4083,0.5876271356528024,0.5880419501970765
4084,0.5891789408435096,0.5891772081972484
4085,0.5911030878465697,0.590865052545153
4086,0.5931703641829758,0.592049646386274
4087,0.5946415206059441,0.5926324401308192
4088,0.5945583332523895,0.5933889314902119
4089,0.5945020955870776,0.594060062466312
4090,0.5947479916405608,0.5929978022026706
